"id","faculty_name","faculty_designation","faculty_organisation","faculty_linkedin","image_name","added_date","modified_date","status"
"1","Abhyuday Agarwal","Co-Founder and COO, Lawsikho (former corporate lawyer)",NULL,"linkedin.in","Abhyuday Agarwal-1605809398.jpg","1571301606","1605809398","A"
"2","Harsh Jain","Co-Founder (Lawsikho), Mentor, Life Coach, Veteran Judiciary and competitive exam Coach, UGC-NET, JRF, Author, Blogger, Managing Editor (iPleaders blog), competitive exam strategy expert",NULL,"https://in.linkedin.com/in/harsh-jain-667359159","Harsh Jain-1588605731.jpg","1571301747","1659072634","A"
"3","Komal Shah","Co-founder and Chief Knowledge Officer, LawSikho, former in-house counsel and company secretary with over a decade of experience in securities, funds and capital markets",NULL,"https://in.linkedin.com/in/komalshah2","Komal Shah-1594915115.jpg","1571302086","1618223615","A"
"4","Ritesh Thakkar","Senior consultant - Business Tax Advisory, Ernst & Young LLP",NULL,"https://www.linkedin.com/in/ritesh-thakkar-b4957648/","Ritesh Thakkar-1571726489.jpg","1571726489",NULL,"A"
"5","Shivi Agarwal","Partner, Amicus Services",NULL,,"Shivi Agarwal-1571739275.jpg","1571739275",NULL,"A"
"6","Vishakha Gupta","Litigator, Former Associate at Trilegal",NULL,"https://www.linkedin.com/in/vishakha-gupta-54775399/","Vishakha Gupta-1571739325.jpg","1571739325",NULL,"A"
"7","Ritisha Mukherjee","Senior Associate, ANM Global, Ex- Excel Entertainment",NULL,"https://www.linkedin.com/in/ritisha-mukherjee-057a6a109/","ritisha-mukherjee-1617805663.jpg","1571743793","1618666823","A"
"8","Silpa Das","Associate, Saikrishna & Associates",NULL,"https://www.linkedin.com/in/silpa-das-079215158/","Silpa Das-1575461800.jpg","1571743813","1575461800","A"
"9","Nayan Rawal","IP Attorney, NRALAW",NULL,"https://www.linkedin.com/in/rawalnayan/","Nayan Rawal-1571747204.jfif","1571747204",NULL,"A"
"10","Bhumesh Verma","Founder & Managing Partner, Corp Comm Legal",NULL,"https://www.linkedin.com/in/bhumeshverma/","Bhumesh Verma-1571747716.jpg","1571747716",NULL,"A"
"11","Murali Neelakantan","Principal at amicus",NULL,"https://www.linkedin.com/in/muralineelakantan/","Murali Neelakantan-1571747756.jpg","1571747756",NULL,"A"
"12","Nipun Bhatia","Vice President, Strategic process & process redesigning, Legal League Consulting",NULL,"https://www.linkedin.com/in/nipun-bhatia-7083bb50/","Nipun Bhatia-1571747802.jpg","1571747802",NULL,"A"
"13","Nitin Potdar","Corporate Lawyer M&A Partner J. Sagar Associates",NULL,"https://www.linkedin.com/in/nitinpotdar/","Nitin Potdar-1571747846.jpg","1571747846",NULL,"A"
"14","Prachi Shrivastava","Founder, Lawfinity, former Editor, LegallyIndai",NULL,"linkedin.com/in/prachi-lawfinity-solutions/","Prachi Shrivastava-1571747884.jpg","1571747884",NULL,"A"
"15","Ramanuj Mukherjee","CEO and Co-Founder, iPleaders",NULL,"https://www.linkedin.com/in/ramanujm/","Ramanuj Mukherjee-1571747920.jpg","1571747920",NULL,"A"
"16","Ujjawal Satsangi","Advocate, High Court, Allahabad",NULL,"https://www.linkedin.com/in/ujjawal-satsangi-9aba3644/?originalSubdomain=in","Ujjawal Satsangi-1571750566.jpg","1571750566",NULL,"A"
"17","Shalvi Mehta","Advocate, Saurin Mehta & Associates, Ex-AM Legals, GNLU",NULL,"https://www.linkedin.com/in/shalvi-s-mehta-a269b9ab/","Shalvi Mehta-1591339446.jpg","1571751800","1618658722","A"
"18","Niharika Malhotra","Independent Practitioner Former Associate, United IPR",NULL,"https://www.linkedin.com/in/niharika-malhotra-0b102638/","Niharika Malhotra-1571814141.jpg","1571814141",NULL,"A"
"19","Anand Narayan","Manager - Legal, Anand Rathi",NULL,"https://www.linkedin.com/in/anand-narayan-63b37520/","Anand Narayan-1571815167.jpg","1571815167",NULL,"A"
"20","Esha Shekhar","Independent Corporate Counsel | Corporate Advisory and Compliance | Trainer- POSH and gender laws",NULL,"https://www.linkedin.com/in/esha-shekhar/","Esha Shekhar-1590043494.jpg","1571819954","1590043494","A"
"21","Rajeev Doharey","Manager Legal at Global Energy Pvt. Ltd.",NULL,"https://www.linkedin.com/in/rajeev-doharey-57097816/","Rajeev Doharey-1571828698.jfif","1571828698",NULL,"A"
"22","Akanksha Sisodia","Advocate, Singh & Associates",NULL,"https://www.linkedin.com/in/akanksha-sisodia-07b58454/","Akanksha Sisodia-1571996389.jpg","1571996389",NULL,"A"
"23","Suvir Sharma","Associate Partner, Triumph Legal",NULL,"https://www.linkedin.com/in/suvir-sharma-71903b2a/","Suvir Sharma-1573563475.png","1573563475",NULL,"A"
"24","Shweta Rath","General Counsel, Novopay, ex-LawSikho, ex-Trilegal",NULL,"https://www.linkedin.com/in/sweta-rath-54931562/","Shweta Rath-1594915084.jpg","1579521652","1618223562","A"
"25","Shweta Kumar Devgan","Project Lead Manager Test Prep, LawSikho",NULL,"https://www.linkedin.com/in/shweta-kumar-devgan-7a1360b/","Shweta Kumar Devgan-1597825954.jpg","1584790631","1597825954","A"
"26","Sanghita Mukherjee","Independent Legal Practitioner, Advocate",NULL,"https://www.linkedin.com/in/sanghitam/","Sanghita Mukherjee-1585149492.jpg","1585149492",NULL,"A"
"27","Tripti Dhar","Partner- Reina Legal",NULL,"https://www.linkedin.com/in/dhartripti/","Tripti Dhar-1586965633.jpg","1585149521","1586965633","A"
"28","Rishika Lekhadia","Financial Services | Legal & Strategy",NULL,"https://www.linkedin.com/in/rishikalekhadia/","Rishika Lekhadia-1585149550.jpg","1585149550",NULL,"A"
"29","Kabir Phadke","Associate at Rajaram Legal",NULL,"https://www.linkedin.com/in/kp1/","Kabir Phadke-1585149582.jpg","1585149582",NULL,"A"
"30","Prabal Goel","Banking, finance and private equity lawyer and IBC professional",NULL,"https://www.linkedin.com/in/prabal-goel-58964b32/?originalSubdomain=in","Prabal Goel-1586362080.jpg","1586362080","1709219552","D"
"31","Isha Sinha","Senior Associate, Dispute Resolution",NULL,"https://www.linkedin.com/in/isha-sinha-b09a8242/","Isha Sinha-1586362106.jpg","1586362106",NULL,"A"
"32","Ruchika Motwani","Associate, Mehta & Mehta",NULL,"https://www.linkedin.com/in/ruchika-motwani-b54b0388/","Ruchika Motwani-1594184473.jpg","1586519593","1594184473","A"
"33","Anubhav Pandey","Former Manager, iPleaders Blog",NULL,"https://www.linkedin.com/in/anubhav-pandey-legal-blogger/?originalSubdomain=in","Anubhav Pandey-1586519683.jpg","1586519683",NULL,"A"
"34","Saumya Singh","Evaluations Manager and Mentor, Lawsikho",NULL,"https://www.linkedin.com/in/saumya-singh-7a0a81137/?originalSubdomain=in","Saumya Singh-1594184541.jpg","1586519723","1594184541","A"
"35","Uzair Ahmad Khan","Assistant Blog Manager, iPleaders Blog",NULL,"https://www.linkedin.com/in/uzair-ahmad-khan-1ba625168/","Uzair Ahmad Khan-1586519777.jpg","1586519777",NULL,"A"
"36","Vanshika Kapoor","Assistant Editor and Content Manager, iPleaders Blog",NULL,"https://www.linkedin.com/in/vanshika-kapoor-36a939ab/","Vanshika Kapoor-1586519824.jpg","1586519824",NULL,"A"
"37","Debopama Roy","Assistance Manager Legal, OYO",NULL,"https://www.linkedin.com/in/debopama-roy-6bab2012/","Debopama Roy-1586956810.jpg","1586956810",NULL,"A"
"38","Aakash Parihar","Partner- Triumvir Law",NULL,"https://www.linkedin.com/in/aakash-parihar-aa3582102/","Aakash Parihar-1590753913.jpg","1586964139","1590753913","A"
"39","Nitish Chopra","Advocate, Chopra Associates",NULL,,"Nitish Chopra-1587999459.jpg","1587476949","1587999459","A"
"40","Puneet Gupta","Independent Law Practice Professional",NULL,"https://www.linkedin.com/in/AdvPuneetGupta/","Puneet Gupta-1587999549.jpg","1587477005","1587999549","A"
"41","Yash Varmani","Tax Associate, Trilegal",NULL,"https://www.linkedin.com/in/yash-varmani-7326807a/","Yash Varmani-1587477732.jpg","1587477732",NULL,"A"
"42","Rohit Arora","Advocate (Commercial and Tax Litigation), Delhi High Court",NULL,"https://www.linkedin.com/in/rohit-arora-4baa8b89/","Rohit Arora-1587477993.jpg","1587477993",NULL,"A"
"43","Mayank Sapra","Advocate, Chambers of Mayank Sapra",NULL,"https://www.linkedin.com/in/mayank-sapra-58321717/","Mayank Sapra-1587478708.jpg","1587478708",NULL,"A"
"44","Swati Sharma","Associate- Pathak and Associates",NULL,"https://www.linkedin.com/in/swati-sharma-38389893/","Swati Sharma-1587479372.jpg","1587479372",NULL,"A"
"45","Avinash Amarnath","Independent Counsel- Of Counsel- Pathak and Associates, Former Associate- Shardul Amarchand and Mangaldas, Former Associate- Talwar Thakore and Associates, Former Associate- Chambers of Amit Sibbal",NULL,"https://www.linkedin.com/in/avinash-amarnath-04294217/","Avinash Amarnath-1587479459.jpg","1587479459",NULL,"A"
"46","Abhijay Negi","NLU Jodhpur (2016), L.L.M (Oxford University), UGC NET qualified, Practising Advocate at Uttarakhand High Court",NULL,"https://www.linkedin.com/in/abhijay-negi-67781847/","Abhijay Negi-1587817415.jpg","1587817415",NULL,"A"
"47","Swaneet Bhatia","Liberal Academician, a polymath and a language teacher",NULL,,"Swaneet Bhatia-1599122546.jpg","1588593285","1599122546","A"
"48","Anubhab Sarkar","Managing Partner, Triumvir, has been an arbitrator in several institutional disputes, including in a dispute at London Court of International Arbitration",NULL,"https://www.linkedin.com/in/anubhab-sarkar-6a380a53/","Anubhab Sarkar-1590753864.jpg","1590753864","1704545246","A"
"49","Vignesh Raj","Advocate, AKS Partners, Ex-LawSikho, Symbiosis Law School, Pune",NULL,"https://www.linkedin.com/in/vignesh--raj/?originalSubdomain=in","Vignesh Raj-1590754058.jpg","1590754058","1618658705","A"
"50","Pranita Dharmadhikari","Patent Analyst and currently studying for USTPO Patent Bar Exam",NULL,,"Pranita Dharmadhikari-1590754187.jpg","1590754187",NULL,"A"
"51","Veena Ranganath","Founder, Versatile Legal, Advocates and legal consultants",NULL,"https://www.linkedin.com/in/veenabalaji/","Veena Ranganath-1591338833.jpg","1590754305","1591338833","A"
"52","Harshit Batra","Advocate, RERA Consultant",NULL,"https://www.linkedin.com/in/harshit-batra-93a00b13b/","Harshit Batra-1590754411.jpg","1590754411",NULL,"A"
"53","Abir Roy","Co-founder - Sarvada Legal",NULL,"https://www.linkedin.com/in/abir-roy-16706018/?originalSubdomain=in","Abir Roy-1590754533.jpg","1590754533",NULL,"A"
"54","Sadhav Mishra","Partner - Real Estate Practice, SNG & Partners",NULL,"https://www.linkedin.com/in/sadhav-mishra-55419819/","Sadhav Mishra-1590754978.jpg","1590754978",NULL,"A"
"55","Beerta Bajwa","Advocate, Bombay High Court",NULL,"https://www.linkedin.com/in/beerta-bajwa-a181a721/?originalSubdomain=in","Beerta Bajwa-1612010629.jpg","1591339257","1612010629","A"
"56","Harsh Vardhan Tiwari","Legal Reasoning, Project Lead (Maverick), Alumnus, NLU Punjab,  Ex- Fac: CLAT Possible, CLAT Path & Pahuja Law Academy",NULL,,"Harsh Vardhan Tiwari-1594740807.jpg","1593524666","1594740807","A"
"57","Abhinav Singh Negi","Current Affairs, Alumnus, NLSIU Bangalore",NULL,,"Abhinav Singh Negi-1594740615.jpg","1593524776","1594740615","A"
"58","Amey Pandey","Logical Reasoning & Maths Alumnus, CNLU Patna",NULL,,"Amey Pandey-1593524804.jpg","1593524804",NULL,"A"
"59","Dhwani Gupta","English Language, English Grammar Specialist, Co-Founder, Advanced Coaching Institute, Agra & Bloomaura",NULL,,"Dhwani Gupta-1594740717.jpg","1593524832","1594740717","A"
"60","Nimisha Narayan","Advocate, Delhi High Court and Evaluator at Lawsikho",NULL,,"Nimisha Narayan-1594298876.jpg","1594181408","1594298876","A"
"61","Jay Prakash Gupta","Logical Reasoning & Maths, 16+ Year Experience, Serial 99.9+ Percentiler in CAT",NULL,,"Jay Prakash Gupta-1594740680.jpg","1594223283","1594740680","A"
"62","Gowri Narayana Yellapantula","Assistant Manager Legal at Impresario Handmade Restaurants",NULL,"https://www.linkedin.com/in/gowri-narayana-yellapantula-352a8b157/?originalSubdomain=in","Gowri Narayana Yellapantula-1594387889.png","1594379765","1594387889","A"
"63","Yash Vijayvargiya","Content Head, Lawsikho & Advocate, Madhya Pradesh High Court. Worked as in-house counsel in BPCL & represented in several arbitration matters.",NULL,"https://www.linkedin.com/in/yashnujs/?originalSubdomain=in","Yash Vijayvargiya-1612010791.jpg","1594439552","1616764622","A"
"64","Aniket Aggarwal","Senior Associate, Lawsikho, former litigator",NULL,"https://www.linkedin.com/in/aniket-a-498563bb/","Aniket Aggarwal-1595424863.jpg","1594439653","1595425002","D"
"65","Vanita Bhatnagar","Writing Assignment Coach, Lawsikho, worked earlier at Wolters Kluwer, published at Live Law, Logical Indian, The Better India, and WittyFeed.",NULL,,"Vanita Bhatnagar-1595068659.png","1595068659",NULL,"A"
"66","Abhishek Pareek","Principal Associate, Lawsikho, Former IP Attorney, Ennoble IP",NULL,"https://www.linkedin.com/in/abhishek-pareek-95314b190/","Abhishek Pareek-1599820979.jpeg","1595242008","1631089789","A"
"67","Aniket Aggarwal","Commercial litigator, Ex-LawSikho",NULL,"https://www.linkedin.com/in/aniket-a-498563bb/","Aniket Aggarwal-1595425027.jpg","1595242033","1631089804","A"
"68","Ashok Naik","Lawyer & Adviser on Employment & Service Law Matters, Ex-Senior Vice President & Head Employee Relations at IndusInd Bank Limited (35+ years’ experience)",NULL,,"Ashok Naik-1595412211.jpg","1595412211",NULL,"A"
"69","Sakshi Jaiswal","Course Anchor, Consultant at Lawsikho",NULL,"https://www.linkedin.com/in/sakshi-jaiswal-16011995/","Sakshi Jaiswal-1604039166.jpg","1596095657","1626098354","A"
"70","Mahima Khurana","Senior Associate, LawSikho",NULL,"https://www.linkedin.com/in/mahima-khurana-5216a81b4/","Mahima Khurana-1606476175.jpg","1597769604","1606476175","A"
"71","Shreya Gupta","B.A.LL.B (Hons.) degree from Jindal Global Law School, O.P. Jindal Global University.  Prior experience: Teaching Assistant for Contract Law. Worked at Trilegal, a top tier law firm. Practicing Advoca",NULL,"https://www.linkedin.com/in/shreya-gupta-54b17235/","Shreya Gupta-1606476298.jpeg","1597769767","1606476298","A"
"72","Jyoti Singh","Manager, Associate-LawSikho",NULL,"https://www.linkedin.com/in/jyoti-s-0313/","Jyoti Singh-1597856542.jpg","1597856542","1620127620","A"
"73","Sunil Agarwal","Senior Partner (Taxation), AZB & Partners and Former Additional Commissioner of Income Tax",NULL,"https://www.linkedin.com/in/sunilagarwal1986/","Sunil Agarwal-1598950596.jpg","1598950596","1698680531","D"
"74","Madhusmita Das","Rank 16 WBJS 2020, UGC NET qualified. Teaches family law",NULL,,"Madhusmita Das-1600159231.jpg","1600159231","1626350389","A"
