"id","course_id","module_name","added_date","modified_date","status"
"1","1","Structuring a Business","2019-10-17 03:03:35",NULL,"A"
"2","1","Taxation, basic accounting and import-export","2019-10-17 03:06:21",NULL,"A"
"3","2","ORIENTATION AND TOOLS FOR EFFECTIVE CONTRACT DRAFTING","2019-10-19 01:40:41","2019-10-23 05:31:49","A"
"22","7","TAX ON BUSINESS INCOME","2019-10-22 12:42:49",NULL,"A"
"23","7","TAX ON EXECUTIVE REMUNERATION","2019-10-22 12:45:10",NULL,"A"
"24","7","TAX DEDUCTION AT SOURCE/ WITHHOLDING TAX","2019-10-22 12:46:32",NULL,"A"
"25","7","DEDUCTIBILITY OF BUSINESS AND PROFESSIONAL EXPENSE","2019-10-22 12:48:21",NULL,"A"
"26","7","TAX ON M&A AND OTHER BUSINESS TRANSACTIONS","2019-10-22 12:50:02",NULL,"A"
"27","7","BENAMI TRANSACTIONS AND BLACK MONEY LAW","2019-10-22 12:52:02",NULL,"A"
"28","7","HOW TO COMPLY WITH TAX LAWS","2019-10-22 12:58:14",NULL,"A"
"29","7","CONSEQUENCES OF VIOLATION OF TAX LAWS","2019-10-22 12:59:19",NULL,"A"
"30","7","INTERNATIONAL TAXATION AND DTAAS","2019-10-22 01:01:34",NULL,"A"
"31","7","TAX HAVENS AND STRUCTURING","2019-10-22 01:05:07",NULL,"A"
"32","7","ADVANCED ISSUES IN INTERNATIONAL TAX","2019-10-22 01:08:22",NULL,"A"
"33","6","M&A TRANSACTION STRUCTURES AND M&A CONCEPTS","2019-10-22 01:10:12",NULL,"A"
"34","7","INTERNATIONAL TAX: PENALTIES & DISPUTE RESOLUTION","2019-10-22 01:10:41",NULL,"A"
"35","7","INTERNATIONAL TRANSFER PRICING","2019-10-22 01:12:46",NULL,"A"
"36","7","STAMP DUTY","2019-10-22 01:15:26",NULL,"A"
"37","7","GOODS AND SERVICES TAX","2019-10-22 01:17:01",NULL,"A"
"38","6","SHARE ACQUISITIONS AND INVESTMENT TRANSACTIONS","2019-10-22 01:17:44",NULL,"A"
"39","7","TAX LITIGATION: DRAFTING AND FILING BEFORE DIFFERENT AUTHORITIES","2019-10-22 01:20:46",NULL,"A"
"40","6","FDI AND CROSS-BORDER M&A TRANSACTIONS","2019-10-22 01:22:43",NULL,"A"
"41","6","PUBLIC COMPANY M&A: TAKEOVER CODE","2019-10-22 01:26:41",NULL,"A"
"42","6","COURT-APPROVED M&AS AND DEMERGERS","2019-10-22 01:29:48",NULL,"A"
"43","6","EMPLOYMENT ISSUES IN M&A TRANSACTIONS","2019-10-22 01:31:14",NULL,"A"
"44","6","REGULATORY AND TAX ISSUES IN M&A TRANSACTIONS","2019-10-22 01:33:23",NULL,"A"
"45","6","DELISTING","2019-10-22 01:36:37",NULL,"A"
"46","6","DUE DILIGENCE: THE ESSENTIAL PRECURSOR TO AN M&A TRANSACTION","2019-10-22 01:37:55",NULL,"A"
"47","6","DISPUTES AND EXIT","2019-10-22 01:40:30",NULL,"A"
"48","6","INSTITUTIONAL AND DEBT FINANCE","2019-10-22 01:41:24","2019-10-22 01:44:41","A"
"49","5","INTRODUCTION TO INFORMATION TECHNOLOGY LAW","2019-10-22 02:23:30",NULL,"A"
"50","5","INTRODUCTION TO TECHNOLOGY CONTRACTS","2019-10-22 03:26:16","2019-10-22 03:31:37","A"
"51","5","CRITICAL INTERESTS TO BE PROTECTED IN TECHNOLOGY CONTRACTS","2019-10-22 03:31:59",NULL,"A"
"52","5","WEBSITE RELATED AGREEMENTS","2019-10-22 03:37:57",NULL,"A"
"53","8","HOW TO START A COMPANY","2019-10-22 03:39:46",NULL,"A"
"54","5","SOFTWARE DEVELOPMENT, LICENSING AND ACQUISITION","2019-10-22 03:41:56",NULL,"A"
"55","5","E-COMMERCE LAW & CONTRACTS","2019-10-22 03:45:55",NULL,"A"
"56","5","OTHER TECHNOLOGY CONTRACTS","2019-10-22 03:53:53",NULL,"A"
"57","5","PLATFORM AND INTERMEDIARY LIABILITY","2019-10-22 03:56:15","2019-10-22 04:00:57","A"
"58","8","COMPANY OFFICERS AND KEY MANAGERIAL PERSONNEL","2019-10-22 03:59:31",NULL,"A"
"59","5","FINTECH, ARTIFICIAL INTELLIGENCE, MACHINE LEARNING AND THE LAW","2019-10-22 04:01:29","2019-10-22 04:18:39","A"
"61","8","LIABILITIES OF DIRECTORS","2019-10-22 04:15:03",NULL,"A"
"65","5","GDPR, PRIVACY AND DATA SECURITY","2019-10-22 04:20:17",NULL,"A"
"67","5","CYBER CRIMES AND BANKING FRAUDS","2019-10-22 04:26:47",NULL,"A"
"71","5","ONLINE REPUTATION MANAGEMENT","2019-10-22 04:32:03",NULL,"A"
"75","5","ELECTRONIC CONTRACTS AND DIGITAL SIGNATURE","2019-10-22 04:34:24","2019-10-22 04:43:30","A"
"77","5","OUTSOURCING AND LAW","2019-10-22 04:47:57","2020-01-23 04:34:44","A"
"78","8","HOW TO RUN A COMPANY: MANAGEMENT AND ADMINISTRATION","2019-10-22 05:03:15",NULL,"A"
"79","8","CAPITAL MARKETS AND SHARE RELATED DEALINGS","2019-10-22 05:14:56",NULL,"A"
"80","8","MERGERS AND ACQUISITIONS","2019-10-22 05:20:22",NULL,"A"
"81","8","INTER-CORPORATE TRANSACTIONS AND RPTS","2019-10-22 05:26:26","2019-10-22 05:34:41","A"
"82","8","CORPORATE ACCOUNTS AND AUDITORS","2019-10-22 05:34:54",NULL,"A"
"83","8","CORPORATE SOCIAL RESPONSIBILITY","2019-10-22 05:41:00",NULL,"A"
"84","8","HOW TO OBTAIN INFORMATION ABOUT A COMPANY","2019-10-22 05:42:03",NULL,"A"
"85","8","ADMINISTRATIVE AND APPELLATE AUTHORITIES","2019-10-22 05:43:40",NULL,"A"
"86","11","REGULATORY FRAMEWORK FOR THE MEDIA SECTOR","2019-10-22 05:45:10","2019-10-22 05:52:51","A"
"87","8","MINORITY RIGHTS, OPPRESSION & MISMANAGEMENT","2019-10-22 05:45:25",NULL,"A"
"88","8","INSOLVENCY, BANKRUPTCY AND WINDING UP OF A COMPANY","2019-10-22 05:48:01","2019-11-16 05:06:35","A"
"89","11","CONTRACTS AND LICENSING IN MUSIC AND FILM INDUSTRY","2019-10-22 05:55:20",NULL,"A"
"90","11","OTHER CONTRACTS FOR IP MONETIZATION","2019-10-22 05:58:18",NULL,"A"
"91","11","DISPUTES IN THE MEDIA & ENTERTAINMENT SECTOR","2019-10-22 05:59:48",NULL,"A"
"92","12","VISION, GOALS AND EXPANSION OF LAW PRACTICE","2019-10-22 06:16:21",NULL,"A"
"93","9","COPYRIGHTABILITY AND REGISTRATION","2019-10-22 06:21:22",NULL,"A"
"94","9","COPYRIGHT MONETIZATION AND LICENSING","2019-10-22 06:23:15","2019-10-22 06:25:56","A"
"95","9","COPYRIGHT INFRINGEMENT AND PRACTICAL REMEDIES","2019-10-22 06:26:17",NULL,"A"
"97","9","Concepts of copyright under media law","2019-10-22 06:31:52","2021-05-13 05:25:54","A"
"105","12","SKILLS AND EXPERTISE","2019-10-22 06:48:56",NULL,"A"
"106","12","HOW TO BUILD YOUR REPUTATION","2019-10-22 06:50:58",NULL,"A"
"109","12","BUILDING AWESOME CUSTOMER EXPERIENCE FOR YOUR CLIENTS","2019-10-22 06:52:21",NULL,"A"
"110","12","REALIGNING AND PREPARING YOUR PRACTICE FOR BREAKTHROUGH IN REVENUES AND PROFITABILITY","2019-10-22 06:53:42",NULL,"A"
"112","12","HOW TO BUILD UP THE UNDERLYING ORGANIZATION OF YOUR PRACTICE","2019-10-22 06:55:16",NULL,"A"
"114","12","HOW TO BUILD A TOP NOTCH PROFESSIONAL NETWORK","2019-10-22 06:56:54",NULL,"A"
"116","14","JURISDICTION OF NCLT UNDER COMPANY LAW","2019-10-22 07:08:26","2019-10-22 07:09:25","A"
"117","14","TYPES OF COMPANIES AND MATTERS RELATING TO EXISTENCE OR DISSOLUTION OF COMPANIES","2019-10-22 07:09:36","2019-10-22 07:18:51","A"
"118","14","BASIC CONCEPTS OF SECURITIES AND MATTERS RELATED TO CHANGE IN CAPITAL","2019-10-22 07:12:48",NULL,"A"
"119","14","BASIC CONCEPTS RELATED TO THE MANAGEMENT OF COMPANIES AND MATTERS RELATED TO OPPRESSION AND MISMANAGEMENT","2019-10-22 07:13:50","2019-10-22 07:17:28","A"
"120","14","OTHER MATTERS ADJUDICATED BY NCLT","2019-10-22 07:17:41","2019-10-22 07:18:16","A"
"121","14","OVERVIEW OF INSOLVENCY LAWS IN INDIA","2019-10-22 07:19:14","2019-10-22 07:20:26","A"
"122","14","INITIATION OF INSOLVENCY BY A FINANCIAL CREDITOR","2019-10-22 07:20:48",NULL,"A"
"123","14","INITIATION OF INSOLVENCY AS AN OPERATIONAL CREDITORS","2019-10-22 07:21:34",NULL,"A"
"124","14","INITIATION OF INSOLVENCY BY CORPORATE DEBTOR","2019-10-22 07:22:34",NULL,"A"
"125","14","AFTERMATH OF FILING AN APPLICATION FOR INITIATION OF INSOLVENCY","2019-10-22 07:23:12",NULL,"A"
"126","14","CONSTITUTION OF COMMITTEE OF CREDITORS AND FILING OF CLAIMS","2019-10-22 07:23:43",NULL,"A"
"127","14","ADMISSION / REJECTION OF CLAIMS","2019-10-22 07:24:13",NULL,"A"
"128","14","MEETINGS OF COC AND THEIR DUTIES","2019-10-22 07:24:42",NULL,"A"
"129","14","ROLE AND DUTIES OF THE RESOLUTION PROFESSIONAL","2019-10-22 07:25:01",NULL,"A"
"130","14","INVITING PROSPECTIVE RESOLUTION APPLICANTS","2019-10-22 07:25:28",NULL,"A"
"131","14","APPROVAL / REJECTION OF RESOLUTION PLAN BY COMMITTEE OF CREDITORS (COC)","2019-10-22 07:26:11",NULL,"A"
"132","14","APPROVAL / REJECTION OF RESOLUTION PLAN BY NCLT","2019-10-22 07:26:43",NULL,"A"
"133","14","APPEALS FROM NCLT ORDERS UNDER COMPANIES ACT AND IBC TO NCLAT","2019-10-22 07:27:10",NULL,"A"
"134","14","FILING A SPECIAL LEAVE PETITION BEFORE THE SUPREME COURT","2019-10-22 07:27:54",NULL,"A"
"135","13","ARBITRATION AGREEMENT AND CLAUSE","2019-10-22 07:52:45",NULL,"A"
"136","13","INITIATION OF ARBITRATION PROCEEDINGS","2019-10-22 07:54:08",NULL,"A"
"137","13","INTERIM MEASURES","2019-10-22 08:03:21","2021-03-26 06:53:03","A"
"138","13","DRAFTING AND FILING A PETITION FOR APPOINTMENT OF ARBITRATOR","2019-10-22 08:05:05",NULL,"A"
"139","13","STATEMENT OF CLAIMS","2019-10-22 08:55:15",NULL,"A"
"140","13","STATEMENT OF DEFENSE AND COUNTERCLAIM","2019-10-22 08:55:43",NULL,"A"
"141","13","EVIDENCE BY PARTIES","2019-10-22 08:57:48",NULL,"A"
"142","13","EXAMINATION","2019-10-22 08:59:43",NULL,"A"
"143","13","EXECUTION OF ARBITRAL AWARDS","2019-10-22 09:00:34",NULL,"A"
"144","13","CHALLENGE OF ARBITRAL AWARDS","2019-10-22 09:01:02",NULL,"A"
"145","13","APPEALS","2019-10-22 09:01:39",NULL,"A"
"146","13","CONCILIATION AND MEDIATION","2019-10-22 09:02:44",NULL,"A"
"147","15","OVERVIEW OF TRADEMARKS","2019-10-23 12:38:11","2020-07-25 01:48:21","A"
"148","15","REGISTRATION AND PROTECTION OF TRADEMARKS","2019-10-23 12:39:50","2020-07-25 01:58:27","A"
"149","15","TRADEMARK MONETIZATION TECHNIQUES, CONTRACTS AND CASE STUDIES","2019-10-23 12:42:19",NULL,"A"
"150","15","TRADEMARK INFRINGEMENT AND LITIGATION PROCESS","2019-10-23 12:45:48","2019-11-30 08:10:13","A"
"151","15","TRADEMARK INFRINGEMENT IN CYBERSPACE","2019-10-23 12:47:40",NULL,"A"
"154","18","INTERPLAY BETWEEN SEBI, STOCK AND COMMODITY EXCHANGES, LISTED ENTITIES AND INTERMEDIARIES","2019-10-23 01:00:54",NULL,"A"
"155","18","INTRODUCTION TO CAPITAL MARKETS","2019-10-23 01:02:41",NULL,"A"
"156","18","PUBLIC ISSUES AND LISTING","2019-10-23 01:03:32",NULL,"A"
"157","18","OTHER TYPES OF ISSUES AND METHODS TO INVITE CAPITAL","2019-10-23 01:04:49",NULL,"A"
"159","18","INTERACTION WITH SEBI / STOCK EXCHANGES","2019-10-23 01:05:40",NULL,"A"
"160","18","REQUIREMENTS FOR BEING CONTINUOUSLY LISTED","2019-10-23 01:06:56",NULL,"A"
"162","18","HOW TO HANDLE TAKEOVERS: VIOLATIONS WHICH COULD RESULT IN ACTION AND PITFALLS","2019-10-23 01:08:24",NULL,"A"
"165","18","HOW TO AVOID OR DEAL WITH REGULATORY ACTION IN RELATION TO INSIDER TRADING","2019-10-23 01:12:49",NULL,"A"
"167","18","FRAUDULENT AND UNFAIR TRADE PRACTICES IN SECURITIES MARKET AND PROCEEDINGS AGAINST THESE","2019-10-23 01:14:05",NULL,"A"
"168","18","INTERMEDIARIES REGULATED BY SEBI: WHO, WHAT AND HOW","2019-10-23 01:15:00",NULL,"A"
"169","18","HOW DELISTING CAN RESULT IN LITIGATION","2019-10-23 01:15:49",NULL,"A"
"171","18","PROCEEDINGS BEFORE SEBI: NOTICE, RESPONSE AND SETTLEMENT","2019-10-23 01:16:45",NULL,"A"
"172","17","PRELIMINARY STEPS FOR LITIGATION DRAFTS, FILING AND COURT MACHINERY","2019-10-23 01:18:15",NULL,"A"
"173","18","SECURITIES APPELLATE TRIBUNAL AND ITS JURISDICTION","2019-10-23 01:18:32",NULL,"A"
"174","18","APPEAL BEFORE THE SECURITIES APPELLATE TRIBUNAL AND HEARING","2019-10-23 01:19:20",NULL,"A"
"175","18","WHAT TO DO NEXT AFTER A SAT ORDER","2019-10-23 01:20:47",NULL,"A"
"176","17","PLAINT, WRITTEN STATEMENT (INCLUDING SET-OFF & COUNTERCLAIM) AND REPLY","2019-10-23 01:23:01",NULL,"A"
"177","17","HOW TO DRAFT VARIOUS APPLICATIONS","2019-10-23 01:27:27",NULL,"A"
"178","17","TRIAL AND EVIDENCE","2019-10-23 01:30:46",NULL,"A"
"179","17","ARGUMENTS AND HEARINGS","2019-10-23 01:34:03",NULL,"A"
"180","17","EXECUTION, APPEALS AND REVISION","2019-10-23 01:35:34",NULL,"A"
"181","17","NEGOTIABLE INSTRUMENTS ACT","2019-10-23 01:36:48",NULL,"A"
"182","17","LITIGATION STRATEGY AND CASE MANAGEMENT","2019-10-23 01:37:42",NULL,"A"
"184","20","SCOPE OF THE COURSE, LABOUR LAW TOOLS AND COMPLIANCE FUNDAMENTALS","2019-10-23 01:41:25",NULL,"A"
"185","17","CONSUMER LITIGATION","2019-10-23 01:41:38",NULL,"A"
"188","17","RIGHT TO INFORMATION ACT","2019-10-23 01:42:42",NULL,"A"
"191","20","DRAFTING FOR MANAGERS","2019-10-23 01:44:01",NULL,"A"
"193","20","TYPES OF CONTRACTS WITH WORKFORCE AND ORGANIZATIONAL POLICIES","2019-10-23 01:45:22",NULL,"A"
"196","20","LAWS REGULATING REMUNERATION, MISCONDUCT AND TERMINATION","2019-10-23 01:50:04",NULL,"A"
"198","20","DISCIPLINARY PROCEEDINGS","2019-10-23 01:52:47",NULL,"A"
"199","20","LABOUR LAWS APPLICABLE TO MANUFACTURING SECTOR AND SERVICE SECTOR","2019-10-23 01:54:39",NULL,"A"
"200","20","LABOUR WELFARE, EMPLOYMENT BENEFITS & RELATED COMPLIANCES","2019-10-23 01:57:47",NULL,"A"
"201","20","TRADE UNIONS, LABOUR-MANAGEMENT DISPUTES AND COLLECTIVE BARGAINING","2019-10-23 02:00:15",NULL,"A"
"202","20","LEGAL PROCEEDINGS, GOVERNMENT INSPECTIONS AND RAIDS","2019-10-23 02:02:48",NULL,"A"
"203","20","PREVENTION OF SEXUAL HARASSMENT AT WORKPLACE","2019-10-23 02:05:18",NULL,"A"
"204","19","SEXUAL HARASSMENT IN AN ORGANISATIONAL CONTEXT","2019-10-23 03:04:03",NULL,"A"
"205","19","CREATION AND IMPLEMENTATION OF AN ANTI-SEXUAL HARASSMENT POLI","2019-10-23 03:32:52",NULL,"A"
"206","19","SENSITISATION AND TRAINING OF EMPLOYEES","2019-10-23 03:36:00","2019-10-23 03:46:17","A"
"207","19","CREATION OF ICC & CAPACITY BUILDING PROGRAMS","2019-10-23 03:47:03",NULL,"A"
"208","19","HEARINGS AND DECISION-MAKING PROCESS BY THE ICC","2019-10-23 03:50:23",NULL,"A"
"209","19","ADVANCED TOPICS IN WORKPLACE DIVERSITY GENDER NEUTRAL WORKPLACES, WORKPLACE HARASSMENT AND ENSURING WORKPLACE DIVERSITY","2019-10-23 03:55:21",NULL,"A"
"210","23","SCOPE OF THE COURSE, LABOUR LAW TOOLS AND COMPLIANCE FUNDAMENTALS","2019-10-23 04:18:20",NULL,"A"
"211","23","WORKING ARRANGEMENTS AND CONTRACTS","2019-10-23 04:22:08",NULL,"A"
"212","23","EMPLOYMENT AGREEMENTS FOR TOP EXECUTIVES","2019-10-23 04:25:07","2019-10-30 08:51:52","A"
"213","23","LEGAL REGULATION OF REMUNERATION, MISCONDUCT AND TERMINATION","2019-10-23 04:27:17",NULL,"A"
"214","23","HOW TO PREPARE EMPLOYMENT POLICIES","2019-10-23 04:31:14",NULL,"A"
"215","23","LABOUR LAWS FOR INDUSTRIES AND MANUFACTURING SECTOR","2019-10-23 04:35:44",NULL,"A"
"216","23","HOW TO HANDLE TRADE UNIONS AND LABOUR DISPUTES","2019-10-23 04:39:35",NULL,"A"
"217","23","LABOUR LAWS FOR OFFICES, SHOPS AND COMMERCIAL ESTABLISHMENTS","2019-10-23 04:41:47",NULL,"A"
"218","23","LABOUR LAW COMPLIANCES AND BENEFITS","2019-10-23 04:43:04",NULL,"A"
"219","23","HOW TO ENGAGE CONTRACT LABOUR","2019-10-23 04:44:46",NULL,"A"
"220","23","SPECIAL LAWS APPLICABLE TO PARTICULAR OCCUPATIONS","2019-10-23 04:46:41",NULL,"A"
"221","23","PREVENTION OF SEXUAL HARASSMENT AT WORKPLACE","2019-10-23 04:47:34",NULL,"A"
"222","2","INTRODUCTION TO PARTS OF CONTRACT AND INTRODUCTORY CLAUSES","2019-10-23 05:32:09",NULL,"A"
"223","2","OPERATIVE CLAUSES OF A CONTRACT","2019-10-23 05:33:32",NULL,"A"
"224","2","HOW TO DRAFT RISK MITIGATION AND BOILERPLATE CLAUSES","2019-10-23 05:37:14",NULL,"A"
"225","2","CONTRACT BREACH AND EXECUTION","2019-10-23 05:39:04",NULL,"A"
"226","2","CONTRACT NEGOTIATION","2019-10-23 05:40:28",NULL,"A"
"227","2","GENERAL CONTRACTS","2019-10-23 05:43:03",NULL,"A"
"228","2","COMMERCIAL AGREEMENTS","2019-10-23 05:48:02",NULL,"A"
"229","2","CORPORATE CONTRACTS","2019-10-23 05:49:42","2021-04-16 02:44:39","A"
"230","22","STRUCTURING A BUSINESS","2019-10-23 05:51:53",NULL,"A"
"231","22","TAXATION, BASIC ACCOUNTING AND IMPORT-EXPORT","2019-10-23 05:55:39",NULL,"A"
"232","22","CORPORATE GOVERNANCE","2019-10-23 05:57:49",NULL,"A"
"233","22","NEGOTIATION AND CONTRACT DRAFTING","2019-10-23 06:04:45",NULL,"A"
"234","22","RAISING INVESTMENT; ANGEL ROUNDS, VC & PE DEALS","2019-10-23 06:07:13",NULL,"A"
"236","2","LENDING AND SECURITY DOCUMENTS","2019-10-23 06:11:30",NULL,"A"
"237","2","INTELLECTUAL PROPERTY AGREEMENTS","2019-10-23 06:14:01",NULL,"A"
"240","2","INTRODUCTION TO TECHNOLOGY CONTRACTS","2019-10-23 06:19:03","2020-01-16 04:30:28","D"
"242","2","COMMON INTERNET AND TECHNOLOGY CONTRACTS","2019-10-23 06:20:53","2020-01-16 04:25:46","A"
"244","2","E-COMMERCE CONTRACTS","2019-10-23 06:24:41",NULL,"A"
"246","2","CONTRACT-RELATED DOCUMENTS & POST CONTRACTUAL MATTERS","2019-10-23 06:27:57",NULL,"A"
"248","2","DISPUTE RESOLUTION, ENFORCEMENT AND LITIGATION STRATEGY","2019-10-23 06:30:04",NULL,"A"
"251","24","Essential tools before you begin preparation","2019-10-24 05:16:05",NULL,"A"
"252","24","BCI sample and previous year questions","2019-10-24 05:21:46",NULL,"A"
"253","24","Constitutional Law (10 marks)","2019-10-24 05:25:39",NULL,"A"
"254","24","Criminal Procedure Code (CrPC) (10 marks)","2019-10-24 05:26:13",NULL,"A"
"255","24","Indian Penal Code (8 marks)","2019-10-24 05:26:36",NULL,"A"
"256","24","Civil Procedure Code (10 marks)","2019-10-24 05:27:11",NULL,"A"
"257","24","Evidence (8 marks)","2019-10-24 05:27:36",NULL,"A"
"258","24","Contract, Property, Specific Relief, NI Act (8 marks) : 1","2019-10-24 05:28:00",NULL,"A"
"259","24","Contract, Property, Specific Relief, NI Act (8 marks) : 2","2019-10-24 05:28:25",NULL,"A"
"260","24","Contract, Property, Specific Relief, NI Act (8 marks) : 3","2019-10-24 05:29:00",NULL,"A"
"261","24","Contract, Property, Specific Relief, NI Act (8 marks) : 4","2019-10-24 05:29:22",NULL,"A"
"262","24","Family Law (8 Marks)","2019-10-24 05:29:52",NULL,"A"
"263","24","Torts, MV Act, Consumer Protection (5 marks)","2019-10-24 05:30:28",NULL,"A"
"264","24","Alternate Dispute Resolution (4 marks)","2019-10-24 05:31:00",NULL,"A"
"265","24","Professional Ethics (4 marks)","2019-10-24 05:31:51",NULL,"A"
"266","24","Labour and Industrial Law (4 marks)","2019-10-24 05:32:15",NULL,"A"
"267","24","Law related to Taxation ( 4 marks)","2019-10-24 05:32:35",NULL,"A"
"268","24","Public Interest Litigation ( 4 Marks)","2019-10-24 05:34:07",NULL,"A"
"269","24","Company Law ( 2 marks)","2019-10-24 05:34:30",NULL,"A"
"270","24","Cyber law ( 2 marks)","2019-10-24 05:35:01",NULL,"A"
"271","24","Land Acquisition Act (2 Marks)","2019-10-24 05:35:34",NULL,"A"
"272","24","Intellectual Property Laws ( 2 Marks)","2019-10-24 05:36:08",NULL,"A"
"273","24","Corporate Social Responsibility","2019-10-24 05:37:15",NULL,"A"
"274","24","Public International Law (not in AIBE syllabus anymore)","2019-10-24 05:37:42",NULL,"A"
"275","24","Jurisprudence (not in AIBE syllabus anymore)","2019-10-24 05:38:07",NULL,"A"
"276","24","HackSheets","2019-10-24 05:39:02",NULL,"A"
"277","24","Bare Act Soft Copies","2019-10-24 05:39:55",NULL,"A"
"278","26","OVERVIEW AND PRE-LITIGATION STEPS","2019-10-25 03:17:16","2019-10-25 03:17:58","A"
"279","26","CONSUMER COMPLAINT, WRITTEN STATEMENT AND REJOINDER","2019-10-25 03:19:25",NULL,"A"
"280","26","HEARINGS, TRIAL AND EVIDENCE PROCESS","2019-10-25 03:20:28",NULL,"A"
"281","26","EXECUTION","2019-10-25 03:21:46",NULL,"A"
"282","26","CONSUMER APPEALS","2019-10-25 03:22:12","2019-11-11 04:32:34","A"
"283","28","Introduction To International Taxation And Transfer Pricing","2019-11-12 07:25:28",NULL,"A"
"284","28","Legal Framework For International Taxation","2019-11-12 07:27:15",NULL,"A"
"285","28","Guiding Concepts For Transfer Pricing","2019-11-12 07:32:07",NULL,"A"
"286","28","International Tax Planning","2019-11-12 07:36:39",NULL,"A"
"287","28","Penalties & Dispute Resolution","2019-11-12 07:39:26",NULL,"A"
"288","29","Energy Sector Business And Regulation Under Electricity Act","2019-11-12 11:43:30",NULL,"A"
"289","29","Generation, Transmission And Distribution Of Electricity","2019-11-12 11:46:44",NULL,"A"
"290","29","Electricity Trading And Power Exchanges, Regulation And Functioning","2019-11-12 11:51:38",NULL,"A"
"291","29","Tariff Determination","2019-11-12 11:54:02",NULL,"A"
"292","29","Open Access System In Power Sector","2019-11-12 11:56:03",NULL,"A"
"293","29","Administrative And Appellate Mechanism In Energy Sector","2019-11-12 11:57:43",NULL,"A"
"294","29","Sample Documents","2019-11-12 11:59:38",NULL,"A"
"295","30","Introduction To Technology Contracts","2019-11-13 12:17:30",NULL,"A"
"296","30","Software Licensing Contracts","2019-11-13 12:21:00",NULL,"A"
"297","30","Website Related Agreements","2019-11-13 12:22:48",NULL,"A"
"298","30","Website Related Agreement","2019-11-13 12:25:59",NULL,"A"
"299","30","Critical Interests To Be Protected In Technology Contracts","2019-11-13 12:27:52",NULL,"A"
"300","30","How To Deal With Boilerplate Clauses","2019-11-13 12:31:14",NULL,"A"
"301","31","Customs Duties & Import-Export Procedure","2019-11-13 02:08:36","2019-11-13 02:11:57","A"
"302","31","Import-Export Finance","2019-11-13 02:12:22",NULL,"A"
"303","31","SEZs and Incentives Available to Exporters Under Customs Law","2019-11-13 02:14:02",NULL,"A"
"304","31","Strategic Applications Of Customs Laws","2019-11-13 02:15:07",NULL,"A"
"305","31","GST And Income Tax In Import-Export","2019-11-13 02:16:01",NULL,"A"
"306","31","Customs Intermediaries","2019-11-13 02:16:41",NULL,"A"
"307","31","International Trade Law","2019-11-13 02:17:54",NULL,"A"
"308","32","E-Commerce And Its Regulation","2019-11-13 02:44:06","2019-11-13 03:05:43","A"
"309","32","Fintech Sector And Its Regulation","2019-11-13 03:11:14",NULL,"A"
"310","32","General Data Protection Regulation (GDPR)","2019-11-13 03:16:53",NULL,"A"
"311","33","Secrets To Building A Powerful Trademark Strategy","2019-11-13 03:44:18",NULL,"A"
"312","33","Steps for Registering a Trademark","2019-11-13 03:46:07",NULL,"A"
"313","33","International Registration of Trademarks","2019-11-13 03:47:35",NULL,"A"
"314","33","What are the Different Techniques for Trademark Exploitation?","2019-11-13 03:48:25",NULL,"A"
"315","33","How To Enforce Your Trademark","2019-11-13 03:49:37",NULL,"A"
"316","33","Trademark Infringement on The Internet","2019-11-13 03:51:10",NULL,"A"
"317","34","Structural Framework For Corporate Governance","2019-11-13 11:53:45",NULL,"A"
"318","34","How To Build Checks Or Allocate Responsibility","2019-11-13 11:56:13",NULL,"A"
"319","34","Boardroom Practices And Board Independence","2019-11-13 11:58:07",NULL,"A"
"320","34","Corporate Governance And Employee Compensation","2019-11-14 12:01:51",NULL,"A"
"321","34","Corporate Fraud, Oppression And Shareholder Rights","2019-11-14 12:02:44",NULL,"A"
"322","34","Sample Documents","2019-11-14 12:04:03",NULL,"A"
"323","35","Entry Into India And FDI Norms","2019-11-14 12:30:55",NULL,"A"
"324","35","Continuous Compliance Requirements","2019-11-14 12:33:52",NULL,"A"
"325","35","Exit And Repatriation","2019-11-14 12:35:03",NULL,"A"
"326","35","FDI Approvals And Other Advanced Issues","2019-11-14 12:36:12",NULL,"A"
"327","35","Sample Documents","2019-11-14 12:37:40",NULL,"A"
"328","36","Introduction To FCRA","2019-11-14 01:01:38",NULL,"A"
"329","36","How To Obtain FCRA Registration Or Prior Permission?","2019-11-14 01:03:21",NULL,"A"
"330","36","How To Obtain FCRA Registration Or Prior Permission?Use Of Money Received As Foreign Contribution","2019-11-14 01:05:13",NULL,"A"
"331","36","Compliance For Entities Receiving Foreign Donations","2019-11-14 01:06:06",NULL,"A"
"332","36","Cancellation Of Registration","2019-11-14 01:07:20",NULL,"A"
"333","36","FCRA Penalty And Compounding","2019-11-14 01:07:44",NULL,"A"
"334","37","Strategic Relevance Of Competition Law For Businessmen And Professionals","2019-11-14 01:57:48",NULL,"A"
"335","37","Anti-Competitive Agreements","2019-11-14 02:00:47",NULL,"A"
"336","37","Abuse Of Dominance","2019-11-14 02:05:39",NULL,"A"
"337","37","Inquiry And Investigation In Enforcement Cases","2019-11-14 02:09:30",NULL,"A"
"338","37","Competition Law And IP","2019-11-14 02:11:05",NULL,"A"
"339","37","M&A & Competition Law","2019-11-14 02:15:15",NULL,"A"
"340","37","International And Comparative Competition Law","2019-11-14 02:17:40",NULL,"A"
