"id","course_id","assignment_portal_course_id","course_plan_type_id","added_date","modified_date","status","orginal_price","promotional_price","description","course_plan_position","btn_sign_up","btn_enroll_now","btn_complete_view","installment_facility","no_of_installment","lms_course_id","edmingle_course_id","view_details_link","is_assignment_portal_eligible","plan_has_alias","alias_course_id","show_promo_price","additional_price"
"471","370","353","2","2025-12-04 05:18:50","2025-12-04 17:12:23","A","155000",,"<p>Instructor-led course with online classes featuring AI tool demonstrations</p>

<p>Online assessments (flexible exam scheduling within given time slots)</p>

<p>1 online class per week</p>

<p>Practical case studies and assignments with hands-on AI tool implementation</p>

<p>Digital certificate (co-branded by iHub DivyaSampark@IIT Roorkee and LawSikho)</p>

<p>Get digital access to entire study material including AI tool tutorials</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Live Doubt clearing sessions covering legal concepts and AI tool usage</p>

<p>Placement assistance for internships, jobs and referrals highlighting AI proficiency</p>

<p>CV enhancement support emphasizing AI-powered legal capabilities</p>

<p>Training for writing and publishing articles, making profiles and taking work on freelance platforms with AI tool showcase</p>

<p>Technical support for AI tool implementation throughout the program</p>","1","N","Y","N","N","0",,"68331",,"Y","N","0","N","44840"
"472","371","354","2","2025-12-09 04:29:05","2025-12-09 16:12:34","A","499",,"<p>10 Mocks based on Assistant Public Prosecutor in Central Bureau of Investigation Prelims Exam Pattern.</p>

<p>-07 Subject based Mocks</p>

<p>-03 Full length Mocks</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"68475",,"Y","N","0","N",NULL
"473","372","355","2","2025-12-12 02:28:32","2025-12-12 14:12:34","A","155000",,"<p>1 online live class per week</p>
<p>2 practical exercises per week</p>
<p>Digital access to entire study material</p>
<p>Access on LMS, Android &amp; iOS app</p>
<p>Individual doubt clearing sessions</p>
<p>Instructor feedback on assignments</p>
<p>Online exams (give exams at your convenience on given time slots)</p>
<p>Co-branded certificate from iHub DivyaSampark, IIT Roorkee and LawSikho</p>
<p>CV enhancement and LinkedIn profile optimization</p>
<p>Training for writing and publishing articles</p>
<p>Placement assistance for internships, jobs, and referrals</p>
<p>Interview preparation guidance</p>
<p>Access to updated content online for 3 years</p>
<p>Top students recommended to IP law firms and companies</p>
<p>Access to patent database practice environments</p>
<p>Professional templates for landscape reports, FTO opinions, and search documentation</p>","1","N","Y","N","N","0",,"68605",,"Y","N","0","N","44840"
"474","373","356","2","2025-12-12 03:40:08","2025-12-12 15:12:40","A","999",,"<p>10 Mocks based on the recent pattern of the West Bengal Civil Judge Mains Exam.</p>

<p>Access to Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>

<p>Comprehensive support and guidance will be provided throughout the interview process.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"0",,"Y","N","0","N",NULL
"475","374","357","2","2025-12-12 05:01:39","2025-12-12 17:12:05","A","499",,"<p>5 Full Length Mocks consisting of Questions based on RRB Scale II Law Officer Exam Pattern.</p>

<p>IBPS RRB Scale II Law Officer Examination Paper Analysis for the year 2022- 2024.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>Personal Guidance from Course Anchors to excel in the exam.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"68612",,"Y","N","0","N",NULL
"476","375","358","2","2026-01-16 02:15:00","2026-01-16 14:01:07","A","499",,"<p>10 Subject- wise and Full Length Mock on Legal Questions based on the exact pattern of the SEBI Grade A Officer exam.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>Personal Guidance from Course Anchors to excel in the exam.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"69884",,"Y","N","0","N",NULL
"477","376","359","2","2026-01-23 10:11:10","2026-01-23 10:01:06","A","499",,"<p>17 Mocks based on Telangana Judiciary Prelims ExamPattern.&nbsp;</p>

<p>-14 Subject based Mocks</p>

<p>-03 Full length Mocks</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"70115",,"Y","N","0","N",NULL
"478","377","360","2","2026-01-23 10:47:17","2026-01-23 10:01:53","A","499",,"<p>13 Mocks based on West Bengal Judiciary Prelims ExamPattern.&nbsp;</p>

<p>-10 Subject based Mocks</p>

<p>-03 Full length Mocks</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"70116",,"Y","N","0","N",NULL
"479","378","361","2","2026-02-06 11:07:54","2026-02-06 11:02:35","A","499",,"<p>7 Subject- wise and Full Length Mock on General Stream Questions based on the exact pattern of the SEBI Grade A Officer exam.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>Personal Guidance from Course Anchors to excel in the exam.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"70481",,"Y","N","0","N",NULL
"480","380","362","2","2026-02-19 03:27:35","2026-02-19 10:57:31","A","499",,"<p>19 Mocks based on CUET PG &nbsp;Exam Pattern.&nbsp;</p>

<p>-14 Subject based Mocks</p>

<p>&nbsp;-4 Full length Mocks</p>

<p>Past year papers of CUET PG Exam in attemptable format.</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"70883",,"Y","N","0","N",NULL
"481","381","363","2","2026-02-23 01:53:05","2026-02-23 13:02:41","A","499",,"<p>12 Mocks based on the Uttar Pradesh Assistant Prosecution Officer Prelims&nbsp; Exam Pattern.&nbsp;</p>

<p>09 Subject-based Mocks</p>

<p>&nbsp;03 Full-length Mocks</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam-Like Environment with Time-Bound Mocks.</p>

<p>All India Rank lists will be provided after every exam.</p>","1","N","Y","N","N","0",,"70992",,"Y","N","0","N",NULL
"482","382","364","2","2026-04-09 10:24:41","2026-04-09 10:04:55","A","999",,"<p>14 Mocks based on the recent pattern of the UP APO Mains Exam.&nbsp;</p>

<p>Access to&nbsp; Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>

<p>Comprehensive support and guidance will be provided throughout the interview process.</p>

<p>&nbsp;Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"72437",,"Y","N","0","N",NULL
"483","383","365","2","2026-04-09 12:14:52","2026-04-09 12:04:51","A","999",,"<p>22 Mocks based on the recent pattern of the Telangana Civil Judge Mains Exam.&nbsp;</p>

<p>Access to&nbsp; Model Answers and Detailed Evaluations of the submissions along with expert feedback.</p>

<p>Comprehensive support and guidance will be provided throughout the interview process.</p>

<p>&nbsp;Simulated Exam Like Environment with Time Bound Mocks.</p>","1","N","Y","N","N","0",,"44801",,"Y","N","0","N",NULL
"484","384","366","2","2026-05-06 03:28:42","2026-05-06 15:05:05","A","499",,"<p>13 Mocks based on Bihar Civil Judiciary Prelims ExamPattern.&nbsp;</p>

<p>-10 Subject based Mocks</p>

<p>-03 Full length Mocks</p>

<p>Detailed Answers and Explanations of the Mocks.</p>

<p>Simulated Exam Like Environment with Time Bound Mocks.</p>

<p>Past year papers in an attemptable form.</p>","1","N","Y","N","N","0",,"73593",,"Y","N","0","N",NULL
"485","385","367","2","2026-05-06 07:33:49","2026-05-06 19:05:39","A","499",,"<ul dir=""ltr"">
	<li style=""line-height: 1.2; margin-left: 36pt; text-align: justify; background-color: rgb(250, 250, 250); margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-52b0c18f-7fff-eb41-1984-dff120f8b78f""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:georgia,serif; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">13 Mocks based on Jammu &amp; Kashmir Prosecuting OfficerPrelims ExamPattern.&nbsp;</span></span></li>
	<li style=""line-height: 1.2; margin-left: 36pt; text-align: justify; background-color: rgb(250, 250, 250); margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-52b0c18f-7fff-eb41-1984-dff120f8b78f""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:georgia,serif; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">-10 Subject based Mocks</span></span></li>
	<li style=""line-height: 1.2; margin-left: 36pt; text-align: justify; background-color: rgb(250, 250, 250); margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-52b0c18f-7fff-eb41-1984-dff120f8b78f""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:georgia,serif; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">-03 Full length Mocks</span></span></li>
	<li style=""line-height: 1.2; margin-left: 36pt; text-align: justify; background-color: rgb(250, 250, 250); margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-52b0c18f-7fff-eb41-1984-dff120f8b78f""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:georgia,serif; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">Detailed Answers and Explanations of the Mocks.</span></span></li>
	<li style=""line-height: 1.2; margin-left: 36pt; text-align: justify; background-color: rgb(250, 250, 250); margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-52b0c18f-7fff-eb41-1984-dff120f8b78f""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:georgia,serif; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">Simulated Exam Like Environment with Time Bound Mocks.</span></span></li>
</ul>

<p dir=""ltr"" style=""line-height:1.2;margin-left: 36pt;text-align: justify;background-color:#fafafa;margin-top:0pt;margin-bottom:12pt;""><span id=""docs-internal-guid-52b0c18f-7fff-eb41-1984-dff120f8b78f""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:georgia,serif; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">Past year papers in an attemptable format .</span></span></p>

<div>&nbsp;</div>","1","N","Y","N","N","0",,"73605",,"Y","N","0","N",NULL
"486","386","368","2","2026-05-14 07:46:08","2026-05-14 19:05:49","A","499",,"<p style=""list-style-type: decimal; font-size: 12pt; font-family: Georgia, serif; font-variant: normal; vertical-align: baseline; white-space: pre; line-height: 1.2; text-align: justify; background-color: rgb(250, 250, 250); margin-top: 0pt; margin-bottom: 12pt;"">&nbsp;</p>

<ul>
	<li><span><span style=""background-color:transparent; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">18 Mocks based on Kerala Civil Judiciary Prelims Exam Pattern.&nbsp;</span></span></li>
	<li><span><span style=""background-color:transparent; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap""><span><span style=""background-color:transparent; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">-15 Subject based Mocks</span></span></span></span></li>
	<li><span><span style=""background-color:transparent; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">-03 Full length Mocks</span></span></li>
	<li><span><span style=""background-color:transparent; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">Detailed Answers and Explanations of the Mocks.</span></span></li>
	<li><span><span style=""background-color:transparent; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">Simulated Exam Like Environment with Time Bound Mocks.</span></span></li>
	<li><span><span style=""background-color:transparent; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">Past year papers in an attemptable form</span></span></li>
</ul>","1","N","Y","N","N","0",,"73973",,"Y","N","0","N",NULL
"487","387","369","2","2026-05-26 01:45:11","2026-05-26 02:08:12","A","499",,"<ul>
	<li style=""line-height: 1.2; margin-left: 36pt; background-color: rgb(250, 250, 250); margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-4f63c0ac-7fff-527c-a15d-ef42d7647590""><span style=""background-color:transparent; font-family:georgia,serif; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">13 Mocks based on Haryana ADA Prelims Exam</span></span></li>
	<li style=""line-height: 1.2; margin-left: 36pt; background-color: rgb(250, 250, 250); margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-4f63c0ac-7fff-527c-a15d-ef42d7647590""><span style=""background-color:transparent; font-family:georgia,serif; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">-10 Subject based Mocks</span></span></li>
	<li style=""line-height: 1.2; margin-left: 36pt; background-color: rgb(250, 250, 250); margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-4f63c0ac-7fff-527c-a15d-ef42d7647590""><span style=""background-color:transparent; font-family:georgia,serif; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">-03 Full length Mocks</span></span></li>
	<li style=""line-height: 1.2; margin-left: 36pt; background-color: rgb(250, 250, 250); margin-top: 0pt; margin-bottom: 0pt; padding: 0pt 0pt 12pt;""><span id=""docs-internal-guid-4f63c0ac-7fff-527c-a15d-ef42d7647590""><span style=""background-color:transparent; font-family:georgia,serif; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">Detailed Answers and Explanations of the Mocks.</span></span></li>
	<li style=""line-height: 1.2; margin-left: 36pt; background-color: rgb(250, 250, 250); margin-top: 0pt; margin-bottom: 12pt;""><span id=""docs-internal-guid-4f63c0ac-7fff-527c-a15d-ef42d7647590""><span style=""background-color:transparent; font-family:georgia,serif; font-size:12pt; font-variant:normal; vertical-align:baseline; white-space:pre-wrap"">Simulated Exam Like Environment with Time Bound Mocks.</span></span></li>
</ul>","1","N","Y","N","N","0","74272","0",,"Y","N","0","N",NULL
"488","388","370","2","2026-06-04 05:31:34","2026-06-04 06:11:46","A","499",,"<ol dir=""ltr"">
	<li style=""margin-left: 36pt;""><span id=""docs-internal-guid-d52ec4e3-7fff-2957-6259-abc8ea96db10"">9 Subject wise Mock Tests based on the exact pattern of the Paper I + Paper II of UGC NET exam.</span></li>
	<li style=""margin-left: 36pt;""><span id=""docs-internal-guid-d52ec4e3-7fff-2957-6259-abc8ea96db10"">5 Full Length Mock Tests based on the exact pattern of the Paper I + Paper II of UGC NET exam.</span></li>
	<li style=""margin-left: 36pt;""><span id=""docs-internal-guid-d52ec4e3-7fff-2957-6259-abc8ea96db10"">Detailed Answers and Explanations of the Mocks.</span></li>
	<li style=""margin-left: 36pt;""><span id=""docs-internal-guid-d52ec4e3-7fff-2957-6259-abc8ea96db10"">Simulated Exam Like Environment with Time Bound Mocks.<span id=""docs-internal-guid-d52ec4e3-7fff-2957-6259-abc8ea96db10"">Personal Guidance from Course Anchors&nbsp; to excel in the exam.</span></span></li>
</ol>","1","N","Y","N","N","0",,"74696",,"Y","N","0","N",NULL
