"id","course_id","assignment_portal_course_id","course_plan_type_id","added_date","modified_date","status","orginal_price","promotional_price","description","course_plan_position","btn_sign_up","btn_enroll_now","btn_complete_view","installment_facility","no_of_installment","lms_course_id","edmingle_course_id","view_details_link","is_assignment_portal_eligible","plan_has_alias","alias_course_id","show_promo_price","additional_price"
"244","143","115","2","2021-06-30 02:28:17","2026-06-16 04:45:36","A","30000","28000","<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","Y","2","119790","19815",,"Y","N","0","N",NULL
"245","145","117","2","2021-06-30 03:50:43","2026-06-15 04:24:04","A","52500","52000","<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","Y","2","122244","19805",,"Y","N","0","N",NULL
"246","137","109","2","2021-07-16 12:55:13","2022-06-08 12:04:31","A","20000",,"<p>- Printed study material (by courier)</p>

<p>- 1 online live class/ week&nbsp;</p>

<p>- 20 mock test</p>

<p>- 2 practical or 1 drafting exercises per week&nbsp;</p>

<p>- 1 writing assignment</p>

<p>- Get digital access to entire study material</p>

<p>- Access on LMS, Android &amp; iOS app</p>

<p>- Instructor feedback on assignments</p>

<p>- Doubt clearing on WhatsApp, LMS &amp; classes</p>

<p>- Instructor led course with online live classes</p>

<p>- Online exams (give exams as per your convenience on given time slots)</p>

<p>- CV enhancement</p>

<p>- Coaching for professional networking</p>

<p>- Training for writing and publishing articles</p>

<p>- Internship &amp; Job Support</p>

<p>- Interview preparation guidance</p>

<p>- Networking with other students &amp; alumni</p>

<p>- Access to updated content online for 3 years</p>

<p>- Doubt clearing within 24 hours</p>

<p>- Top students are recommended to law firms and companies</p>

<p>- Internship and job support available</p>","1","N","Y","N","N","0","100364",NULL,,"Y","N","0","N",NULL
"247","147","119","2","2021-07-24 02:17:53","2026-06-16 05:32:16","A","30000","28000","<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","Y","2","135975","19802",,"Y","N","0","N",NULL
"248","149","121","2","2021-07-24 05:29:06","2026-06-16 04:22:35","A","63000",,"<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","N","0","119787","19814",,"Y","N","0","N",NULL
"249","148","120","2","2021-07-24 05:37:53","2026-06-16 05:38:01","A","32000","30000","<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","Y","2","107049","19817",,"Y","N","0","N",NULL
"250","122","93","2","2021-07-25 01:22:29","2023-07-24 07:31:35","D","50000","46000","<p>Printed study material (by courier)<br />
1 online live class/ week (23 weeks)<br />
1 practical assignment each week (23 weeks)<br />
3 writing assignments (3 weeks)<br />
Get digital access to entire study material<br />
Access on LMS, Android &amp; iOS app<br />
Instructor feedback on assignments<br />
Doubt clearing on WhatsApp, LMS &amp; classes<br />
Instructor led course with online live classes<br />
Online exams (give exams as per your convenience on given time slots)<br />
Certificate (by courier)<br />
CV enhancement<br />
Coaching for professional networking<br />
Training for writing and publishing articles<br />
Internship &amp; Job Support<br />
Interview preparation guidance<br />
Networking with other students &amp; alumni<br />
Access to updated content online for 3 years<br />
Doubt clearing within 24 hours<br />
Top students are recommended to law firms and companies<br />
Internship and job support available</p>",NULL,"N","Y","N","Y","2",,"20841",,"Y","N","0","N",NULL
"251","150","93","2","2021-07-25 06:11:48","2025-04-21 10:30:35","A","66000",,"<p>Printed study material (by courier)</p>

<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","N","0","119796","20841",,"Y","N","0","N",NULL
"252","151","122","2","2021-07-28 01:55:05","2023-01-13 05:43:49","A","855500",,"<p>The degree awarded will be a Master of Laws (LL.M) from Collegium Humanum, Warsaw Management University</p>

<p>Law courses from CH-Warsaw Management University are accredited by the Ministry of Science and Higher Education, Poland, Agency for Quality Assurance and Accreditation, Austria and Apsley Business School, London, UK.</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Doubt clearing on WhatsApp, LMS &amp; classes</p>

<p>Instructor led course with online live classes</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; job support</p>

<p>Interview preparation support</p>

<p>Networking with students &amp; alumni</p>

<p>Top performers are recommended for jobs and client opportunities</p>","1","N","Y","N","N","0","00","19808",,"N","N","0","N",NULL
"253","152","123","2","2021-08-13 04:57:54","2026-06-16 05:16:47","A","46500",,"<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","N","0","113692","23518",,"Y","N","0","N",NULL
"254","152","123","3","2021-08-13 05:15:26","2025-04-22 09:52:08","A","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","2","N","N","Y","N","0",,"0","https://lawsikho.com/course/master-access","N","N","0","N",NULL
"255","148","120","3","2021-08-14 11:05:33","2025-04-22 11:02:49","A","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","2","N","N","Y","N","0",,"0","https://lawsikho.com/course/master-access","N","N","0","N",NULL
"256","153","124","2","2021-08-14 11:54:22","2026-06-16 05:28:27","A","60000",,"<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","N","0","109053","19767",,"Y","N","0","N",NULL
"257","153","124","3","2021-08-14 11:55:18","2025-04-22 10:49:51","A","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview recommendations</p>","2","N","N","Y","N","0",,"0","https://lawsikho.com/course/master-access","N","N","0","N",NULL
"258","154","125","2","2021-08-14 03:20:46","2026-01-25 04:27:53","A","63000",,"<p>2 practical exercises/ Drafting exercises per week (24 weeks)</p>

<p>1-2 online live class/week&nbsp;</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; job support</p>

<p>Interview preparation support</p>

<p>Content access for 3 years</p>

<p>Top performers are recommended for jobs and client opportunities</p>","1","N","Y","N","N","0","120544","19790",,"Y","N","0","N",NULL
"259","155","126","2","2021-08-24 02:57:29","2021-08-24 10:10:38","A","20000",,"<p>Printed study material (by courier)</p>

<p>1 online live class/ week&nbsp;</p>

<p>20 mock test</p>

<p>2 practical or 1 drafting exercises per week&nbsp;</p>

<p>1 writing assignment</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Doubt clearing on WhatsApp, LMS &amp; classes</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Networking with other students &amp; alumni</p>

<p>Access to updated content online for 3 years</p>

<p>Doubt clearing within 24 hours</p>

<p>Top students are recommended to law firms and companies</p>

<p>Internship and job support available</p>",NULL,"N","Y","N","N","0","100364",NULL,,"Y","N","0","N",NULL
"260","156","127","2","2021-08-25 11:31:28","2022-06-08 12:04:24","A","20000",,"<p>Printed study material (by courier)</p>

<p>1 online live class/ week&nbsp;</p>

<p>20 mock test</p>

<p>2 practical or 1 drafting exercises per week&nbsp;</p>

<p>1 writing assignment</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Doubt clearing on WhatsApp, LMS &amp; classes</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Networking with other students &amp; alumni</p>

<p>Access to updated content online for 3 years</p>

<p>Doubt clearing within 24 hours</p>

<p>Top students are recommended to law firms and companies</p>

<p>Internship and job support available</p>","1","N","Y","N","N","0","100364",NULL,,"Y","N","0","N",NULL
"261","157","128","2","2021-08-27 03:46:32","2023-09-24 12:33:58","D","36600",,"<p>Printed study material (by courier)</p>

<p>1 online live class/ week&nbsp;</p>

<p>60 mock test</p>

<p>2 practical or 1 drafting exercises per week&nbsp;</p>

<p>1 writing assignment</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Doubt clearing on WhatsApp, LMS &amp; classes</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Networking with other students &amp; alumni</p>

<p>Access to updated content online for 3 years</p>

<p>Doubt clearing within 24 hours</p>

<p>Top students are recommended to law firms and companies</p>

<p>Internship and job support available</p>","1","N","Y","N","N","0","100364","20767",,"Y","N","0","N",NULL
"262","158","129","2","2021-08-28 12:30:49","2026-01-25 04:57:48","A","855500","855500","<p>The degree awarded will be a Master of Laws (LL.M) from Collegium Humanum, Warsaw Management University</p>

<p>Law courses from CH-Warsaw Management University are accredited by the Ministry of Science and Higher Education, Poland, Agency for Quality Assurance and Accreditation, Austria and Apsley Business School, London, UK.</p>

<p>The degree will not contain any reference to online or distance education mode of learning.</p>

<p>Continuous weekly assessment based on practical skills</p>

<p>Flexible course duration i.e. assessments can be completed within three years.</p>

<p>Access to course material and live lectures for five years.</p>

<p>Group and personal mentoring sessions for all the core subjects and specialisation.</p>

<p>Weekly practice exercises to learn international work in simulation mode in a safe environment, with in-line feedback from evaluators</p>

<p>There are 5 different categories of mentors apart from class faculty - course anchors, evaluators, writing assignment coaches, placement mentors and a psychologist who can guide you on different aspects</p>

<p>Placement support for jobs, internships (for graduates), client opportunities and remote freelance work throughout the duration of your course</p>

<p>Guidance on building your profile and creating international students assignments&nbsp;</p>

<p>Get digital access to the entire study material</p>

<p>Hardcopy study materials- available on additional charges.</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor-led course with online live classes</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; job support</p>

<p>Personalised freelancing support</p>

<p>4 live classes per week of 1.5 hours - these will be on Zoom (after 8 pm IST from Mon. - Sat./ or on Sundays)&nbsp;</p>

<p>Interview preparation support</p>

<p>Networking with students &amp; alumni</p>

<p>Top performers are recommended for jobs and client opportunities</p>","1","N","Y","N","N","0","113752","19808",,"Y","N","0","N",NULL
"263","159","130","2","2021-08-28 03:01:13","2026-01-25 04:58:46","A","855500","855500","<p>The degree awarded will be a Master of Laws (LL.M) from Collegium Humanum, Warsaw Management University</p>

<p>Law courses from CH-Warsaw Management University are accredited by the Ministry of Science and Higher Education, Poland, Agency for Quality Assurance and Accreditation, Austria and Apsley Business School, London, UK.</p>

<p>The degree will not contain any reference to online or distance education mode of learning.</p>

<p>Continuous weekly assessment based on practical skills</p>

<p>Flexible course duration i.e. assessments can be completed within three years.</p>

<p>Access to course material and live lectures for five years.</p>

<p>Group and personal mentoring sessions for all the core subjects and specialisation.</p>

<p>Get digital access to entire study material</p>

<p>Hardcopy study materials- available on additional charges.</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Doubt clearing on WhatsApp, LMS &amp; classes</p>

<p>Instructor led course with online live classes</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; job support</p>

<p>Personalised freelancing support</p>

<p>Interview preparation support</p>

<p>Networking with students &amp; alumni</p>

<p>Top performers are recommended for jobs and client opportunities</p>","1","N","Y","N","N","0","113752","19808",,"Y","N","0","N",NULL
"264","160","131","2","2021-08-28 03:57:57","2025-03-22 10:17:36","A","50000","46000","<p>Access to course material and live lectures for five years.</p>

<p>Group and personal mentoring sessions for all the core subjects and specialisation.</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions</p>

<p>Instructor led course with online live classes</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; job support</p>

<p>Personalised freelancing support</p>

<p>Interview preparation support</p>

<p>Top performers are recommended for jobs and client opportunities</p>","1","N","Y","N","Y","2","137956","24629",,"Y","N","0","N",NULL
"265","161","132","2","2021-08-28 05:41:47","2026-05-28 10:46:33","A","290000","284500","<p>Access to course material and lectures for five years.</p>

<p>Group and personal mentoring sessions for all the core subjects and specialisation.</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions</p>

<p>Instructor led course with classes</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; job support</p>

<p>Personalised freelancing support</p>

<p>Interview preparation support</p>

<p>Top performers are recommended for jobs and client opportunities</p>","1","N","Y","N","Y","2","106382","20752",,"Y","N","0","N",NULL
"266","162","133","2","2021-08-28 07:38:35","2026-05-27 02:40:21","A","165000",,"<p>One-on-one onboarding call with your course anchor within 48 hours.</p>

<p>Day-wise 6&ndash;7 month study schedule covering the full SQE-1 syllabus</p>

<p>Complete library of pre-recorded lectures across FLK1 and FLK2</p>

<p>2 online live doubt classes/ sessions</p>

<p>Over 1000 MCQs to practice</p>

<p>One-on-one pre-exam planning call to build your personalised revision timetable.</p>

<p>One-on-one assessment and assistance for SQE-2 exemption</p>

<p>Access to course material and recorded lectures for five years.</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments &amp; MCQ performance.</p>

<p>Doubt resolution via LMS, email and live sessions</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Internship &amp; job support</p>

<p>Personalised freelancing support</p>

<p>Interview preparation support</p>

<p>Networking with students &amp; alumni</p>

<p>Top performers are recommended for jobs and client opportunities</p>","1","N","Y","N","N","0","129093","20755",,"Y","N","0","N",NULL
"267","163","134","2","2021-08-28 08:35:00","2026-05-27 03:19:50","A","90000",,"<p>Access to course material and recordings for five years</p>

<p> Exam Prep Sessions focusing on answer writing once the candidate registers for an exam.
</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions</p>

<p>CV enhancement for NCA assessment purposes</p>

<p>Coaching for professional networkingt</p>

<p>Internship &amp; job support</p>

<p>Personalised freelancing support</p>

<p>Interview preparation support</p>","1","N","Y","N","N","0","106381","20753",,"Y","N","0","N",NULL
"268","164","157","2","2021-09-06 03:38:06","2025-02-06 06:03:31","A","999",,"<p>Instructor led course with online live classes</p>

<p>Instructor feedback on assignments for judiciary course</p>

<p>Individual strategies and focus areas to crack exams</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android or iOS app</p>

<p><span style=""color:rgb(34, 34, 34); font-family:arial,helvetica,sans-serif; font-size:small"">Unlimited doubt clearing sessions.</span></p>

<p>Doubt clearing within 24 hours</p>

<p>Guidance for legal practice development</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 months</p>

<p>Top students are recommended to litigators, law firms and companies for practical exposure</p>","1","N","Y","N","N","0","87009","0",,"N","N","0","N",NULL
"269","165","156","2","2021-09-11 12:46:04","2025-02-06 06:03:51","A","1499",,"<p>Instructor led course with online live classes</p>

<p>Instructor feedback on assignments for judiciary course</p>

<p>Individual strategies and focus areas to crack exams</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android or iOS app</p>

<p><span style=""color:rgb(34, 34, 34); font-family:arial,helvetica,sans-serif; font-size:small"">Unlimited doubt clearing sessions.</span></p>

<p>Doubt clearing within 24 hours</p>

<p>Guidance for legal practice development</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 months</p>

<p>Top students are recommended to litigators, law firms and companies for practical exposure</p>","1","N","Y","N","N","0","89997","0",,"N","N","0","N",NULL
"270","166","155","2","2021-10-08 04:13:46","2026-01-25 04:47:48","A","66000",,"<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Hardcopy study materials- available on additional charges.</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","N","0","109868","20840",,"Y","N","0","N",NULL
"271","167","171","2","2021-10-15 01:39:51","2025-03-22 10:16:47","A","15000","15000","<p>- 15 hours of live classes<br />
- Over 1800 MCQs to practice<br />
- Get digital access to the entire study material<br />
- Access on LMS, Android &amp; iOS app<br />
- Unlimited doubt clearing sessions<br />
- Interview preparation guidance<br />
- Access to updated content online for 6 months.</p>","1","N","Y","N","N","0",,"0",,"N","N","0","N",NULL
"272","168","154","2","2021-11-26 01:12:14","2021-11-29 12:49:57","A","150000",,"<p>एलएमएस, एंड्रॉइड या आईओएस ऐप पर 3000+ अध्यायों की लाइब्रेरी तक पहुंच</p>

<p>3 साल के लिए या जब तक आप क्लियर नहीं कर लेते, जो भी बाद में हो - हम 3 साल के बाद ही एक्सेस बंद करेंगे जब आप परीक्षा देना बंद कर देते हैं</p>

<p>हिंदी में&nbsp; परीक्षा आयोजित करने वाले 7 राज्यों के पैटर्न पर राज्यवार फोकस</p>

<p>हर हफ्ते कक्षा के 12 घंटे, सप्ताह के दिनों में, शाम 7 बजे - 9.30 बजे, रिकॉर्डिंग उपलब्ध</p>

<p>पिछले वर्षों के प्रश्नपत्रों और मॉडल उत्तरों तक पहुंच</p>

<p>प्रति वर्ष 50 मॉक तक अभ्यास करें&nbsp;&lt;</p>

<p>टॉपिक, सब्जेक्ट और फुल-लेंथ स्टेट मॉक पर आधारित मॉक</p>

<p>प्रति माह दो बार तक मेंटर के साथ कॉल शेड्यूल करें,</p>

<p>मासिक लक्ष्य निर्धारण और टार्गेट्स&nbsp;</p>

<p>प्रमुख विषयों, छोटे विषयों और स्थानीय कानूनों का पूर्ण कवरेज&lt;</p>

<p>ड्राफ्टिंग, जजमेंट राइटिंग, सामान्य ज्ञान और भाषाओं के लिए प्रशिक्षण</p>

<p>24 घंटे के भीतर कक्षाओं और व्हाट्सएप, एलएमएस और कक्षाओं में डाउट क्लीयरिंग की सुविधा&nbsp;</p>

<p>जो चाहते हैं उनके लिए इंटर्नशिप और नौकरी का समर्थन</p>

<p>साक्षात्कार चरण के लिए मार्गदर्शन</p>

<p>जब तक आप परीक्षा का प्रयास या क्लियर नहीं कर लेते, जो भी पहले हो, सामग्री तक पहुंच</p>

<p>जो छात्र हार्ड कॉपी खरीदना चाहते हैं, उन्हें लगभग INR 5000 (शिपिंग शुल्क अतिरिक्त) की अतिरिक्त लागत का भुगतान करना होगा। हार्ड कॉपी में कवर की गई सामग्री को आगे पाठ्यक्रम दिशानिर्देशों में प्रदर्शित किया गया है।</p>

<p>प्लेसमेंट सहायता</p>","1","N","Y","N","N","0","111613",NULL,,"Y","N","0","N",NULL
"273","170","138","2","2021-12-03 01:59:30","2021-12-03 02:23:26","A","7000",,"<p>Online 24/7 access to assignment portal</p>
<p>Feedbacks for the assignments</p>","1","N","Y","N","N","0",,NULL,,"Y","N","0","N",NULL
"274","171","139","2","2022-01-05 01:30:41","2022-01-05 13:01:58","A","5000",,"<p>Online 24/7 access to assignment portal</p>

<p>Feedbacks for the assignments</p>","1","N","Y","N","N","0",,NULL,,"Y","N","0","N",NULL
"275","172","140","2","2022-01-07 06:17:47","2026-06-16 04:58:43","A","60000",,"<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","N","0","114771","24126",,"Y","N","0","N",NULL
"276","173","141","2","2022-01-13 04:38:31","2026-06-16 04:19:56","A","20000","18000","<p>1 online live class/ week</p>

<p>2 practical or drafting exercises per week</p>

<p>Get digital access to entire study material</p>

<p>Access on LMS, Android &amp; iOS app</p>

<p>Instructor feedback on assignments</p>

<p>Unlimited doubt clearing sessions.</p>

<p>Instructor led course with online live classes</p>

<p>Online exams (give exams as per your convenience on given time slots)</p>

<p>Certificate (by courier)</p>

<p>CV enhancement</p>

<p>Coaching for professional networking</p>

<p>Training for writing and publishing articles</p>

<p>Internship &amp; Job Support</p>

<p>Interview preparation guidance</p>

<p>Access to updated content online for 3 years</p>

<p>Top students are recommended to law firms and companies (as applicable)</p>","1","N","Y","N","Y","2",,"0",,"Y","N","0","N",NULL
"277","173","141","3","2022-01-13 05:17:13","2022-08-08 05:25:03","D","200000",,"<p>Access to all of Lawsikho.com&#39;s courses for 4 years (including new courses launched in this period)</p>

<p>Immunity from future price increases for 4 years</p>

<p>Complimentary access to members-only paid Facebook group for exclusive career opportunities and content</p>

<p>Inclusion of templates and lessons on your request on a priority basis</p>

<p>Priority pass for personal coaching, doubt-clearing, customer-support</p>

<p>Free passes and invitations to all Lawsikho events and meet-ups across India</p>

<p>Personal feedback on as many assignments as you want</p>

<p>Access to Lawsikho alumni network</p>

<p>Priority processing for articles submitted to iPleaders blog and Superlawyer interview&nbsp;</p>",NULL,"N","N","Y","N","0",,NULL,"https://lawsikho.com/course/join-master-access-grow-your-practice-rapidly","N","N","0","N",NULL
